mobilenetv2lowpass,235-kfold-0-149,model,NID,0.8857770002231921,0.08328403695520997,0.04602281974472551,0.03192916906456031,6.763702869415283,20,2023-09-12 10:03:13.146434
mobilenetv2lowpass,235-kfold-0-149,model,S,0.8849221897779684,0.07586311461447694,3.1614218731501373,1.8681955801715884,5.116809844970703
mobilenetv2lowpass,235-kfold-0-149,model,L,0.8613625425003044,0.10279400505032102,1.6620180408470915,1.027316368902881,4.983355522155762
mobilenetv2lowpass,235-kfold-0-149,model,R,0.9591934342133442,0.037584395373844476,0.2718141725907387,0.26508411647027275,4.83068585395813
mobilenetv2lowpass,235-kfold-1-149,model,NID,0.9133435844433826,0.046307309373636724,0.032859121344940005,0.016828628660401603,5.036210775375366,15,2023-09-12 10:03:33.823300
mobilenetv2lowpass,235-kfold-1-149,model,S,0.8762208127215677,0.07045936847851836,4.179322857921815,2.841377314113108,5.175216197967529
mobilenetv2lowpass,235-kfold-1-149,model,L,0.9170395430091648,0.04902119688162295,1.338247228644745,1.003066747675353,5.17018985748291
mobilenetv2lowpass,235-kfold-1-149,model,R,0.955539859511527,0.032850498876452444,0.2603353634958845,0.17558934259080625,5.100248575210571
mobilenetv2lowpass,235-kfold-2-149,model,NID,0.9060490453746181,0.05863374098389815,0.03473002342022883,0.01914002392587481,4.666826963424683,20,2023-09-12 10:03:52.730564
mobilenetv2lowpass,235-kfold-2-149,model,S,0.895340890717478,0.07280952318496618,3.3135788305182197,2.23826776435919,4.577500343322754
mobilenetv2lowpass,235-kfold-2-149,model,L,0.9381492329393526,0.028323941519595212,0.8901065420221398,0.443345333290919,4.740652084350586
mobilenetv2lowpass,235-kfold-2-149,model,R,0.9560450967568268,0.028046635964474608,0.26935241629505724,0.17138118352439982,4.772286891937256
mobilenetv2lowpass,235-kfold-3-149,model,NID,0.9082850727934082,0.09170354386893456,0.03145645168603549,0.02571759026865814,4.771100044250488,19,2023-09-12 10:04:11.710061
mobilenetv2lowpass,235-kfold-3-149,model,S,0.8959116347042264,0.057279632185487164,3.274942759737984,1.614244004038026,4.609833717346191
mobilenetv2lowpass,235-kfold-3-149,model,L,0.9456635141074764,0.035003972471369466,0.8119614145501792,0.5914637652034966,4.6019206047058105
mobilenetv2lowpass,235-kfold-3-149,model,R,0.9532094487609037,0.031869314308234496,0.2795620634581322,0.18133657252242877,4.8286426067352295
mobilenetv2lowpass,235-kfold-4-149,model,NID,0.9365211124692969,0.04393496785420121,0.021819486451079274,0.012750540423320566,4.690031051635742,19,2023-09-12 10:04:30.677347
mobilenetv2lowpass,235-kfold-4-149,model,S,0.9094395003055615,0.05309732122232701,2.84183811558403,1.7650823641209308,4.672054052352905
